k,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Significance,Number of google review in lakhs,Best Time to visit,Image URL,Weighted Rating,Weighted Rating_normalize,Number of google review in lakhs_normalize,recommendations
Western,Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,Religious,69000,All,https://images.unsplash.com/photo-1629640890590-7836d69c5237?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxTYWklMjBCYWJhJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MDM0NXww&ixlib=rb-4.0.3&q=80&w=400,4.699996901,0.914281151,0.00879567,0.461538411
Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,1,4.7,Religious,10000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxHYW5hcGF0aXB1bGUlMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUwMzQ2fDA&ixlib=rb-4.0.3&q=80&w=400,4.699978618,0.914280842,0.00811908,0.461199961
Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.5,4.2,Recreational,5000,Evening,https://images.unsplash.com/photo-1699078459880-101ecca089a5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxBbGliYXVnJTIwQmVhY2h8ZW58MHx8fHwxNzI5MjUwMzQ2fDA&ixlib=rb-4.0.3&q=80&w=400,4.200057219,0.914280842,0.00811908,0.461199961
Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1,4.7,Religious,44000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLYW5ha2ElMjBEdXJnYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTV8MA&ixlib=rb-4.0.3&q=80&w=400,4.69999514,0.857142567,0.064952639,0.461047603
Western,Maharastra,Lonavala,Karla Caves,Cave,200,1.5,4.4,Historical,27000,Afternoon,https://images.unsplash.com/photo-1627827776375-67633d8d2f45?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLYXJsYSUyMENhdmVzfGVufDB8fHx8MTcyOTI1MDM0OHww&ixlib=rb-4.0.3&q=80&w=400,4.400003191,0.914280484,0.00744249,0.460861487
Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1,4.8,Religious,90000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxNYWhhbGFrc2htaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTAzNDd8MA&ixlib=rb-4.0.3&q=80&w=400,4.799996513,0.914280484,0.00744249,0.460861487
Western,Maharastra,Nagpur,Deekshabhoomi,Monument,2001,1,4.5,Religious,11000,Afternoon,Not Defined,4.499998741,0.914280484,0.00744249,0.460861487
Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2,4.6,Recreational,6500,Evening,https://images.unsplash.com/photo-1695289260739-d188d264f096?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxUYXJrYXJsaSUyMEJlYWNofGVufDB8fHx8MTcyOTI1MDM0OHww&ixlib=rb-4.0.3&q=80&w=400,4.599982488,0.914280067,0.0067659,0.460522984
Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2,4.4,Nature,5000,Afternoon,https://images.unsplash.com/photo-1649301379226-19a62316808a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLYWFzJTIwUGxhdGVhdXxlbnwwfHx8fDE3MjkyNTAzNDl8MA&ixlib=rb-4.0.3&q=80&w=400,4.400017227,0.914279975,0.006630582,0.460455279
Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1,4.7,Religious,180000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxCYWJhJTIwQmFpZHlhbmF0aCUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTIwMjZ8MA&ixlib=rb-4.0.3&q=80&w=400,4.699998812,0.79999955,0.120433018,0.460216284
Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,Nature,2000,Morning,https://images.unsplash.com/photo-1658739560039-7d9e58669073?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxFY2hvJTIwUG9pbnR8ZW58MHx8fHwxNzI5MjUwMzQ5fDA&ixlib=rb-4.0.3&q=80&w=400,4.400043055,0.914278983,0.00541272,0.459845852
Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,Nature,1000,Morning,https://images.unsplash.com/photo-1599208912391-fe821096b980?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxOYWluaSUyMExha2V8ZW58MHx8fHwxNzI5MjUxMzEzfDA&ixlib=rb-4.0.3&q=80&w=400,4.200285868,0.885713618,0.032476319,0.459094969
Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3,4.7,Historical,49000,Afternoon,https://images.unsplash.com/photo-1631102006950-64c80c08681e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxFbGxvcmElMjBDYXZlc3xlbnwwfHx8fDE3MjkyNTAzNTB8MA&ixlib=rb-4.0.3&q=80&w=400,4.699995636,0.914276197,0.00338295,0.458829573
Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1,4.2,Recreational,1900,Morning,https://images.unsplash.com/photo-1679847211282-3ae4b006955e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxZZXJjYXVkJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NTR8MA&ixlib=rb-4.0.3&q=80&w=400,4.200150528,0.857142612,0.059539919,0.458341265
Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1,4.7,Religious,28000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOYXRhcmFqYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTV8MA&ixlib=rb-4.0.3&q=80&w=400,4.699992363,0.857142612,0.059539919,0.458341265
Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1,4.6,Religious,16000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOZWxsYWlhcHBhciUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTR8MA&ixlib=rb-4.0.3&q=80&w=400,4.599992885,0.857142612,0.059539919,0.458341265
North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,Historical,3500,All,https://images.unsplash.com/photo-1651902519001-ce42cc423eae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxVampheWFudGElMjBQYWxhY2V8ZW58MHx8fHwxNzI5MjUyMDE3fDA&ixlib=rb-4.0.3&q=80&w=400,4.499996045,0.828571159,0.087956698,0.458263929
Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,Historical,120000,Afternoon,https://images.unsplash.com/photo-1569776186059-f26b84be14b0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxEaXUlMjBGb3J0fGVufDB8fHx8MTcyOTI1MjAyNXww&ixlib=rb-4.0.3&q=80&w=400,4.599999051,0.799999592,0.115020298,0.457509945
Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2,4.7,Cultural,9000,Afternoon,https://images.unsplash.com/photo-1502444330042-d1a1ddf9bb5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLaGFqdXJhaG8lMjBHcm91cCUyMG9mJTIwTW9udW1lbnRzfGVufDB8fHx8MTcyOTI1MDM1MHww&ixlib=rb-4.0.3&q=80&w=400,4.699976242,0.914263817,0.00067659,0.457470203
Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,Historical,1000,Afternoon,https://images.unsplash.com/photo-1544809753-18b361b0c4e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxTYW5jaGklMjBTdHVwYXxlbnwwfHx8fDE3MjkyNTAzNTF8MA&ixlib=rb-4.0.3&q=80&w=400,4.699786367,0.914263817,0.00067659,0.457470203
Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,Historical,40000,Morning,https://images.unsplash.com/photo-1643269877099-ea5393b80320?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxHd2FsaW9yJTIwRm9ydHxlbnwwfHx8fDE3MjkyNTAzNTJ8MA&ixlib=rb-4.0.3&q=80&w=400,4.499999654,0.914252992,0,0.457126496
Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,Religious,120000,All,https://images.unsplash.com/photo-1658730510499-8c8e84f4db38?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxNYWhha2FsZXNod2FyJTIwSnlvdGlybGluZ2F8ZW58MHx8fHwxNzI5MjUwMzUyfDA&ixlib=rb-4.0.3&q=80&w=400,4.799997385,0.914252992,0,0.457126496
Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1,4.4,Historical,63000,Afternoon,https://images.unsplash.com/photo-1705767987847-45e569e7ff4a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxSYWp3YWRhJTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MDM1MXww&ixlib=rb-4.0.3&q=80&w=400,4.400001367,0.914252992,0,0.457126496
Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1,4.4,Cultural,3000,Morning,https://images.unsplash.com/photo-1595146254856-7cded88c4707?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxMYXhtYW4lMjBKaHVsYXxlbnwwfHx8fDE3MjkyNTEzMTR8MA&ixlib=rb-4.0.3&q=80&w=400,4.400028708,0.885713596,0.028416779,0.457065188
Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1,4.5,Religious,2500,All,https://images.unsplash.com/photo-1591783178925-3b400090387d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxIYXIlMjBLaSUyMFBhdXJpfGVufDB8fHx8MTcyOTI1MTMxNXww&ixlib=rb-4.0.3&q=80&w=400,4.499994464,0.885713578,0.025710419,0.455711999
Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,Nature,1000,Morning,https://images.unsplash.com/photo-1635699749534-7594591661aa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxSb2JiZXIlMjdzJTIwQ2F2ZXxlbnwwfHx8fDE3MjkyNTEzMTV8MA&ixlib=rb-4.0.3&q=80&w=400,4.499986168,0.885713556,0.02300406,0.454358808
North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2,4.7,Religious,3200,Morning,https://images.unsplash.com/photo-1551461955-89b43c8f4b2f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxUYXdhbmclMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUyMDE2fDA&ixlib=rb-4.0.3&q=80&w=400,4.699933194,0.82857124,0.079837618,0.454204429
Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3,4.5,Adventure,1000,Morning,https://images.unsplash.com/photo-1632213234790-59e9402b0612?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBdWxpJTIwU2tpJTIwUmVzb3J0fGVufDB8fHx8MTcyOTI1MTMxNnww&ixlib=rb-4.0.3&q=80&w=400,4.499986168,0.885713512,0.01894452,0.452329016
Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,Nature,55000,Morning,https://images.unsplash.com/photo-1580723209134-48a2fd4b5712?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLZW1wdHklMjBGYWxsc3xlbnwwfHx8fDE3MjkyNTEzMTZ8MA&ixlib=rb-4.0.3&q=80&w=400,4.200005203,0.885713512,0.01894452,0.452329016
Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1,4.8,Religious,29000,All,https://images.unsplash.com/photo-1601821139314-66a4d14cfc00?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYWRyaW5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzIyfDA&ixlib=rb-4.0.3&q=80&w=400,4.799989178,0.885713472,0.01623816,0.450975816
Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2,4.3,Wildlife,1000,All,https://images.unsplash.com/photo-1516934024742-b461fba47600?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCaW5zYXIlMjBXaWxkbGlmZSUyMFNhbmN0dWFyeXxlbnwwfHx8fDE3MjkyNTEzMjN8MA&ixlib=rb-4.0.3&q=80&w=400,4.300185968,0.885713417,0.0135318,0.449622608
Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1,4,Recreational,2500,All,https://images.unsplash.com/photo-1590025877851-33a6250be62d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxDaGF1YmF0aWElMjBHYXJkZW5zfGVufDB8fHx8MTcyOTI1MTMyNHww&ixlib=rb-4.0.3&q=80&w=400,4.000194384,0.885713417,0.0135318,0.449622608
Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3,4.4,Wildlife,30000,All,https://images.unsplash.com/photo-1617809315219-337586948238?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxKaW0lMjBDb3JiZXR0JTIwTmF0aW9uYWwlMjBQYXJrfGVufDB8fHx8MTcyOTI1MTMyNXww&ixlib=rb-4.0.3&q=80&w=400,4.400002872,0.885713417,0.0135318,0.449622608
Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2,4.8,Religious,9000,All,https://images.unsplash.com/photo-1698979007436-97d95eeca39d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUdW5nbmF0aCUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTEzMjZ8MA&ixlib=rb-4.0.3&q=80&w=400,4.799965132,0.885713381,0.01217862,0.448946
Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2,4.6,Historical,225000,Morning,https://images.unsplash.com/photo-1526711657229-e7e080ed7aa1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUYWolMjBNYWhhbHxlbnwwfHx8fDE3MjkyNTEzMjd8MA&ixlib=rb-4.0.3&q=80&w=400,4.599999494,0.885713381,0.01217862,0.448946
Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5,4.7,Nature,3500,Morning,https://images.unsplash.com/photo-1660141203042-153e6a1793b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxWYWxsZXklMjBvZiUyMEZsb3dlcnN8ZW58MHx8fHwxNzI5MjUxMzI3fDA&ixlib=rb-4.0.3&q=80&w=400,4.699938919,0.885713381,0.01217862,0.448946
Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1,4.8,Religious,5000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxHYW5nb3RyaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTEzMjV8MA&ixlib=rb-4.0.3&q=80&w=400,4.799937243,0.885713381,0.01217862,0.448946
Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1,4.6,Historical,9000,All,https://images.unsplash.com/photo-1717425137864-8598dab00307?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTaG9yZSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTN8MA&ixlib=rb-4.0.3&q=80&w=400,4.599987352,0.857142859,0.040595399,0.448869129
Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1,4.8,Religious,37000,All,https://images.unsplash.com/photo-1718169538811-b8e01d873f64?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYW5rZSUyMEJpaGFyaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTEzMzB8MA&ixlib=rb-4.0.3&q=80&w=400,4.799991518,0.885713337,0.01082544,0.448269388
Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1,4.7,Religious,90000,All,https://images.unsplash.com/photo-1712546623815-09416e1e751f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLYXNoaSUyMFZpc2h3YW5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzI4fDA&ixlib=rb-4.0.3&q=80&w=400,4.699997624,0.885713337,0.01082544,0.448269388
Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,Historical,45000,All,https://images.unsplash.com/photo-1684516761478-132bba9c9594?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYXJhJTIwSW1hbWJhcmF8ZW58MHx8fHwxNzI5MjUxMzI4fDA&ixlib=rb-4.0.3&q=80&w=400,4.400001914,0.885713337,0.01082544,0.448269388
Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1,4.7,Religious,13000,All,https://images.unsplash.com/photo-1523190301657-195ef118bb36?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLcmlzaG5hJTIwSmFubWFiaG9vbWl8ZW58MHx8fHwxNzI5MjUxMzI5fDA&ixlib=rb-4.0.3&q=80&w=400,4.699983552,0.885713337,0.01082544,0.448269388
Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1,4.8,Religious,2500,All,https://images.unsplash.com/photo-1526392269816-39d8ed656494?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxSYW0lMjBKYW5tYWJob29taXxlbnwwfHx8fDE3MjkyNTEzMjl8MA&ixlib=rb-4.0.3&q=80&w=400,4.799874512,0.885713337,0.01082544,0.448269388
Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,Religious,35000,All,https://images.unsplash.com/photo-1686310894901-d326b8722c13?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCcmloYWRlZXN3YXJhciUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTJ8MA&ixlib=rb-4.0.3&q=80&w=400,4.799991033,0.857142885,0.039242219,0.448192552
Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2,3.9,Recreational,10000,Morning,https://images.unsplash.com/photo-1619020933389-e96f49742bce?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLb2RhaWthbmFsJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NTJ8MA&ixlib=rb-4.0.3&q=80&w=400,3.90005861,0.857142885,0.039242219,0.448192552
Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1,4.5,Religious,9000,Morning,https://images.unsplash.com/photo-1674358596018-5b768ca9cfd1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUcml2ZW5pJTIwU2FuZ2FtfGVufDB8fHx8MTcyOTI1MTMzMXww&ixlib=rb-4.0.3&q=80&w=400,4.499998462,0.885713282,0.00947226,0.447592771
Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,Historical,25000,All,https://images.unsplash.com/photo-1710838106550-ac9cf85a2bc7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxKaGFuc2klMjBGb3J0fGVufDB8fHx8MTcyOTI1MTMzMXww&ixlib=rb-4.0.3&q=80&w=400,4.400003446,0.885713282,0.00947226,0.447592771
North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1,4.5,Religious,90000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxIYXlhZ3JpdmElMjBNYWRoYXZhJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MjAxNXww&ixlib=rb-4.0.3&q=80&w=400,4.499999846,0.828571417,0.066305819,0.447438618
North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2,4.4,Wildlife,3700,All,https://images.unsplash.com/photo-1516934024742-b461fba47600?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMjB8MHwxfHNlYXJjaHwxfHxQb2JpdG9yYSUyMFdpbGRsaWZlJTIwU2FuY3R1YXJ5fGVufDB8fHx8MTcyOTI1MjAxNXww&ixlib=rb-4.0.3&q=80&w=400,4.400023279,0.828571417,0.066305819,0.447438618
Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1,4.6,Historical,6500,All,https://images.unsplash.com/photo-1544735716-87fa59a45b4e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxEaGFtZWslMjBTdHVwYXxlbnwwfHx8fDE3MjkyNTEzMzJ8MA&ixlib=rb-4.0.3&q=80&w=400,4.599982488,0.885713194,0.007848444,0.446780819
Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1,4.7,Religious,30000,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYXJ1ZGFtYWxhaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NTF8MA&ixlib=rb-4.0.3&q=80&w=400,4.699992872,0.857142976,0.035182679,0.446162828
Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2,4.2,Wildlife,21000,All,https://images.unsplash.com/photo-1448375240586-882707db888b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBbGxlbiUyMEZvcmVzdCUyMFpvb3xlbnwwfHx8fDE3MjkyNTEzMzV8MA&ixlib=rb-4.0.3&q=80&w=400,4.200013626,0.885712985,0.00541272,0.445562852
Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1,4.8,Religious,4500,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBdWdhcm5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzM0fDA&ixlib=rb-4.0.3&q=80&w=400,4.799930272,0.885712985,0.00541272,0.445562852
Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,Wildlife,3500,All,https://images.unsplash.com/photo-1486365227551-f3f90034a57c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxPa2hsYSUyMEJpcmQlMjBTYW5jdHVhcnl8ZW58MHx8fHwxNzI5MjUxMzMzfDA&ixlib=rb-4.0.3&q=80&w=400,4.300053172,0.885712985,0.00541272,0.445562852
Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2,4.4,Historical,7000,Afternoon,https://images.unsplash.com/photo-1717761291791-18f1792e9bae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCdWxhbmQlMjBEYXJ3YXphfGVufDB8fHx8MTcyOTI1MTMzM3ww&ixlib=rb-4.0.3&q=80&w=400,4.400012306,0.885712985,0.00541272,0.445562852
Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1,4.1,Historical,1650,Afternoon,https://images.unsplash.com/photo-1635403981075-f639da783aac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBbGlnYXJoJTIwRm9ydHxlbnwwfHx8fDE3MjkyNTEzMzR8MA&ixlib=rb-4.0.3&q=80&w=400,4.100233891,0.885712985,0.00541272,0.445562852
Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1,4.1,Recreational,61000,Morning,https://images.unsplash.com/photo-1711553186754-0cfbdfe38b8d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxPb3R5JTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NTB8MA&ixlib=rb-4.0.3&q=80&w=400,4.10000633,0.857143011,0.033829499,0.445486255
