Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Image URL
176,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1.0,4.0,50,No,,Recreational,Yes,0.025,All,https://images.unsplash.com/photo-1590025877851-33a6250be62d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxDaGF1YmF0aWElMjBHYXJkZW5zfGVufDB8fHx8MTcyOTI1MTMyNHww&ixlib=rb-4.0.3&q=80&w=400
177,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3.0,4.4,100,Yes,,Wildlife,Yes,0.3,All,https://images.unsplash.com/photo-1617809315219-337586948238?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxKaW0lMjBDb3JiZXR0JTIwTmF0aW9uYWwlMjBQYXJrfGVufDB8fHx8MTcyOTI1MTMyNXww&ixlib=rb-4.0.3&q=80&w=400
178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,,Religious,No,0.05,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxHYW5nb3RyaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTEzMjV8MA&ixlib=rb-4.0.3&q=80&w=400
179,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2.0,4.8,0,No,,Religious,No,0.09,All,https://images.unsplash.com/photo-1698979007436-97d95eeca39d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUdW5nbmF0aCUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTEzMjZ8MA&ixlib=rb-4.0.3&q=80&w=400
180,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5.0,4.7,150,No,,Nature,Yes,0.035,Morning,https://images.unsplash.com/photo-1660141203042-153e6a1793b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxWYWxsZXklMjBvZiUyMEZsb3dlcnN8ZW58MHx8fHwxNzI5MjUxMzI3fDA&ixlib=rb-4.0.3&q=80&w=400
181,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,https://images.unsplash.com/photo-1526711657229-e7e080ed7aa1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUYWolMjBNYWhhbHxlbnwwfHx8fDE3MjkyNTEzMjd8MA&ixlib=rb-4.0.3&q=80&w=400
182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.9,All,https://images.unsplash.com/photo-1712546623815-09416e1e751f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLYXNoaSUyMFZpc2h3YW5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzI4fDA&ixlib=rb-4.0.3&q=80&w=400
183,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,https://images.unsplash.com/photo-1684516761478-132bba9c9594?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYXJhJTIwSW1hbWJhcmF8ZW58MHx8fHwxNzI5MjUxMzI4fDA&ixlib=rb-4.0.3&q=80&w=400
184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.13,All,https://images.unsplash.com/photo-1523190301657-195ef118bb36?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLcmlzaG5hJTIwSmFubWFiaG9vbWl8ZW58MHx8fHwxNzI5MjUxMzI5fDA&ixlib=rb-4.0.3&q=80&w=400
185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,,Religious,No,0.025,All,https://images.unsplash.com/photo-1526392269816-39d8ed656494?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxSYW0lMjBKYW5tYWJob29taXxlbnwwfHx8fDE3MjkyNTEzMjl8MA&ixlib=rb-4.0.3&q=80&w=400
186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,,Religious,No,0.37,All,https://images.unsplash.com/photo-1718169538811-b8e01d873f64?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYW5rZSUyMEJpaGFyaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTEzMzB8MA&ixlib=rb-4.0.3&q=80&w=400
187,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.09,Morning,https://images.unsplash.com/photo-1674358596018-5b768ca9cfd1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUcml2ZW5pJTIwU2FuZ2FtfGVufDB8fHx8MTcyOTI1MTMzMXww&ixlib=rb-4.0.3&q=80&w=400
188,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,https://images.unsplash.com/photo-1710838106550-ac9cf85a2bc7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxKaGFuc2klMjBGb3J0fGVufDB8fHx8MTcyOTI1MTMzMXww&ixlib=rb-4.0.3&q=80&w=400
189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,https://images.unsplash.com/photo-1544735716-87fa59a45b4e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxEaGFtZWslMjBTdHVwYXxlbnwwfHx8fDE3MjkyNTEzMzJ8MA&ixlib=rb-4.0.3&q=80&w=400
190,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,https://images.unsplash.com/photo-1717761291791-18f1792e9bae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCdWxhbmQlMjBEYXJ3YXphfGVufDB8fHx8MTcyOTI1MTMzM3ww&ixlib=rb-4.0.3&q=80&w=400
191,Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,https://images.unsplash.com/photo-1486365227551-f3f90034a57c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxPa2hsYSUyMEJpcmQlMjBTYW5jdHVhcnl8ZW58MHx8fHwxNzI5MjUxMzMzfDA&ixlib=rb-4.0.3&q=80&w=400
192,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,https://images.unsplash.com/photo-1635403981075-f639da783aac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBbGlnYXJoJTIwRm9ydHxlbnwwfHx8fDE3MjkyNTEzMzR8MA&ixlib=rb-4.0.3&q=80&w=400
193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,,Religious,No,0.045,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBdWdhcm5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzM0fDA&ixlib=rb-4.0.3&q=80&w=400
194,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,https://images.unsplash.com/photo-1448375240586-882707db888b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBbGxlbiUyMEZvcmVzdCUyMFpvb3xlbnwwfHx8fDE3MjkyNTEzMzV8MA&ixlib=rb-4.0.3&q=80&w=400
195,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2.0,4.6,0,Yes,,Nature,Yes,0.15,Morning,https://images.unsplash.com/photo-1683557027360-3011046b22bf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxEYWwlMjBMYWtlfGVufDB8fHx8MTcyOTI1MTMzNnww&ixlib=rb-4.0.3&q=80&w=400
196,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2.0,4.9,20,Yes,,Nature,Yes,0.15,Morning,https://images.unsplash.com/photo-1596715983069-ba14334d6eb7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxQYW5nb25nJTIwVHNvfGVufDB8fHx8MTcyOTI1MTMzNnww&ixlib=rb-4.0.3&q=80&w=400
197,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.0,4.6,100,No,,Nature,Yes,0.11,All,https://images.unsplash.com/photo-1694368906488-aa07d406696e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCZXRhYWIlMjBWYWxsZXl8ZW58MHx8fHwxNzI5MjUxMzM3fDA&ixlib=rb-4.0.3&q=80&w=400
198,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.0,4.7,0,Yes,,Religious,No,0.55,All,https://images.unsplash.com/photo-1717502713522-543a97e13dab?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxWYWlzaG5vJTIwRGV2aXxlbnwwfHx8fDE3MjkyNTEzMzh8MA&ixlib=rb-4.0.3&q=80&w=400
199,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2.0,4.1,0,No,,Recreational,Yes,0.01,All,https://images.unsplash.com/photo-1711091247263-a7a6f2083ec3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxQYXRuaXRvcCUyMEhlaWdodHxlbnwwfHx8fDE3MjkyNTEzMzh8MA&ixlib=rb-4.0.3&q=80&w=400
200,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6.0,4.5,0,No,,Religious,Yes,0.11,All,https://images.unsplash.com/photo-1532980216874-21f93fa9fd15?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBbWFybmF0aCUyMENhdmV8ZW58MHx8fHwxNzI5MjUxMzM5fDA&ixlib=rb-4.0.3&q=80&w=400
201,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,,Religious,No,0.05,All,https://images.unsplash.com/photo-1708949592195-2c2f601a0fcd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUaGlrc2V5JTIwTW9uYXN0ZXJ5fGVufDB8fHx8MTcyOTI1MTYyNnww&ixlib=rb-4.0.3&q=80&w=400
202,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.1,All,https://images.unsplash.com/photo-1686015879096-2d931229edef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOdWJyYSUyMFZhbGxleXxlbnwwfHx8fDE3MjkyNTE2Mjd8MA&ixlib=rb-4.0.3&q=80&w=400
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,,Historical,Yes,0.011,All,https://images.unsplash.com/photo-1635187285675-9c49eb39d4e2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLYXJnaWwlMjBXYXIlMjBNZW1vcmlhbHxlbnwwfHx8fDE3MjkyNTE2Mjd8MA&ixlib=rb-4.0.3&q=80&w=400
204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,,Religious,No,0.015,Morning,https://images.unsplash.com/photo-1641739232999-5b2853ba2fff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxEaXNraXQlMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUxNjI4fDA&ixlib=rb-4.0.3&q=80&w=400
205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,,Wildlife,Yes,0.01,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaXNodHdhciUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTE2Mjl8MA&ixlib=rb-4.0.3&q=80&w=400
206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,,Wildlife,Yes,0.02,All,https://images.unsplash.com/photo-1548679367-b9a9bd4cc3e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIZW1pcyUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTE2Mjl8MA&ixlib=rb-4.0.3&q=80&w=400
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,,Historical,Yes,0.012,All,https://images.unsplash.com/photo-1605092262243-28c74cfc74c7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxEcmFzJTIwV2FyJTIwTWVtb3JpYWx8ZW58MHx8fHwxNzI5MjUxNjMwfDA&ixlib=rb-4.0.3&q=80&w=400
208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,https://images.unsplash.com/photo-1667186664456-464c1fda29a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxNYWduZXRpYyUyMEhpbGx8ZW58MHx8fHwxNzI5MjUxNjMxfDA&ixlib=rb-4.0.3&q=80&w=400
209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,https://images.unsplash.com/photo-1560819068-4cbab3589429?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaGFyZHVuZyUyMExhJTIwUGFzc3xlbnwwfHx8fDE3MjkyNTE2MzF8MA&ixlib=rb-4.0.3&q=80&w=400
210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,,Religious,No,0.05,All,https://images.unsplash.com/photo-1708949592195-2c2f601a0fcd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUaGlrc2V5JTIwTW9uYXN0ZXJ5fGVufDB8fHx8MTcyOTI1MTYyNnww&ixlib=rb-4.0.3&q=80&w=400
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,https://images.unsplash.com/photo-1662376107358-21296a9234f1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxQcmVtJTIwTWFuZGlyfGVufDB8fHx8MTcyOTI1MTYzMnww&ixlib=rb-4.0.3&q=80&w=400
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,https://images.unsplash.com/photo-1707938233687-47e61e5ad7c4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaXJ0aSUyME1hbmRpcnxlbnwwfHx8fDE3MjkyNTE2MzN8MA&ixlib=rb-4.0.3&q=80&w=400
213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,,Cultural,Yes,0.01,Morning,https://images.unsplash.com/photo-1713498237268-ecef4d4c5267?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxOYW5kJTIwR2FvbnxlbnwwfHx8fDE3MjkyNTE2MzN8MA&ixlib=rb-4.0.3&q=80&w=400
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,https://images.unsplash.com/photo-1552924301-0258fd0a3f5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCYXJzYW5hJTIwTWFuZGlyfGVufDB8fHx8MTcyOTI1MTYzNHww&ixlib=rb-4.0.3&q=80&w=400
215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,,Nature,Yes,0.025,All,https://images.unsplash.com/photo-1590077538740-05e44d7b1560?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUaWdlciUyMEhpbGx8ZW58MHx8fHwxNzI5MjUxNjM0fDA&ixlib=rb-4.0.3&q=80&w=400
216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,,Wildlife,Yes,0.035,All,https://images.unsplash.com/photo-1707032943980-2b587cdac9b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxKYWxkYXBhcmElMjBOYXRpb25hbCUyMFBhcmt8ZW58MHx8fHwxNzI5MjUxNjM1fDA&ixlib=rb-4.0.3&q=80&w=400
217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,,Wildlife,Yes,0.065,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTdW5kYXJiYW5zJTIwTmF0aW9uYWwlMjBQYXJrfGVufDB8fHx8MTcyOTI1MTYzNnww&ixlib=rb-4.0.3&q=80&w=400
218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,https://images.unsplash.com/photo-1706692596084-d1d9cc2efa3f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxEaWdoYSUyMEJlYWNofGVufDB8fHx8MTcyOTI1MTYzN3ww&ixlib=rb-4.0.3&q=80&w=400
219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,https://images.unsplash.com/photo-1622008901874-63e3b05c2819?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIYXphcmR1YXJpJTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MTYzN3ww&ixlib=rb-4.0.3&q=80&w=400
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLYW5rYWxpdGFsYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2Mzh8MA&ixlib=rb-4.0.3&q=80&w=400
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIYW5nc2Vzd2FyaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2Mzh8MA&ixlib=rb-4.0.3&q=80&w=400
222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,,Wildlife,Yes,0.07,All,https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxHb3J1bWFyYSUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTE2Mzl8MA&ixlib=rb-4.0.3&q=80&w=400
223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All,https://images.unsplash.com/photo-1651902519001-ce42cc423eae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxDb29jaCUyMEJlaGFyJTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MTY0MHww&ixlib=rb-4.0.3&q=80&w=400
224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,,Nature,Yes,0.15,All,https://images.unsplash.com/photo-1669744665015-33f3a2f657b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxBeW9kaHlhJTIwSGlsbHN8ZW58MHx8fHwxNzI5MjUxNjQwfDA&ixlib=rb-4.0.3&q=80&w=400
225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,,Religious,No,1.0,All,https://images.unsplash.com/photo-1706790574525-d218c4c52b5c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxKYWdhbm5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxNjQxfDA&ixlib=rb-4.0.3&q=80&w=400
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,https://images.unsplash.com/photo-1663762440020-fbda6f96a681?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxTdW4lMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxNjQyfDA&ixlib=rb-4.0.3&q=80&w=400
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,,Religious,No,0.35,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxMaW5nYXJhaiUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTE2NDN8MA&ixlib=rb-4.0.3&q=80&w=400
228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,,Nature,Yes,1.2,All,https://images.unsplash.com/photo-1433086966358-54859d0ed716?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxLaGFuZGFkaGFyJTIwV2F0ZXJmYWxsfGVufDB8fHx8MTcyOTI1MTY0M3ww&ixlib=rb-4.0.3&q=80&w=400
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,https://images.unsplash.com/photo-1710838106550-ac9cf85a2bc7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCYXJhYmF0aSUyMEZvcnR8ZW58MHx8fHwxNzI5MjUxNjQ0fDA&ixlib=rb-4.0.3&q=80&w=400
230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,,Engineering Marvel,Yes,0.01,All,https://images.unsplash.com/photo-1648108087329-ad4f20316b31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxIaXJha3VkJTIwRGFtfGVufDB8fHx8MTcyOTI1MTY0NHww&ixlib=rb-4.0.3&q=80&w=400
231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,,Nature,Yes,0.1,Morning,https://images.unsplash.com/photo-1728209919338-c053bde25c95?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxDaGlsaWthJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTE2NDV8MA&ixlib=rb-4.0.3&q=80&w=400
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,,Religious,No,0.01,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxUYXJhJTIwVGFyaW5pJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MTY0Nnww&ixlib=rb-4.0.3&q=80&w=400
233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,,Nature,Yes,0.018,Morning,https://images.unsplash.com/photo-1433086966358-54859d0ed716?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxCYWRhZ2hhZ2FyYSUyMFdhdGVyZmFsbHxlbnwwfHx8fDE3MjkyNTE2NDZ8MA&ixlib=rb-4.0.3&q=80&w=400
234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,https://images.unsplash.com/photo-1696022907860-7f54474c495a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTh8MHwxfHNlYXJjaHwxfHxDaGFuZGlwdXIlMjBCZWFjaHxlbnwwfHx8fDE3MjkyNTE2NDd8MA&ixlib=rb-4.0.3&q=80&w=400
